,AM_refseq_aegilops_tauschii,AM_refseq_ananas_comosus,AM_refseq_asparagus_officinalis,AM_refseq_brachypodium_distachyon,AM_refseq_cajanus_cajan,AM_refseq_capsicum_annuum,AM_refseq_carica_papaya,AM_refseq_cicer_arietinum,AM_refseq_cucumis_melo,AM_refseq_daucus_carota,AM_refseq_fragaria_vesca,AM_refseq_gossypium_arboreum,AM_refseq_helianthus_annuus,AM_refseq_hevea_brasiliensis,AM_refseq_lactuca_sativa,AM_refseq_manihot_esculenta,AM_refseq_medicago_truncatula,AM_refseq_musa_acuminata,AM_refseq_nicotiana_tabacum,AM_refseq_olea_europaea,AM_refseq_phaseolus_vulgaris,AM_refseq_phoenix_dactylifera,AM_refseq_prunus_persica,AM_refseq_ricinus_communis,AM_refseq_sesamum_indicum,AM_refseq_setaria_italica,AM_refseq_solanum_lycopersicum,AM_refseq_sorghum_bicolor,AM_refseq_theobroma_cacao,AM_refseq_vigna_radiata,AM_refseq_vitis_vinifera,AM_refseq_zea_mays,NM_refseq_arabidopsis_lyrata,NM_refseq_arabidopsis_thaliana,NM_refseq_beta_vulgaris,NM_refseq_brassica_rapa,NM_refseq_capsella_rubella,NM_refseq_eutrema_salsugineum,NM_refseq_lupinus_angustifolius,NM_refseq_nelumbo_nucifera,NM_refseq_spinacia_oleracea,NM_refseq_tarenaya_hassleriana,mann_w,mann_p,mann_FDR,am_avg,nm_avg,am_freq,nm_freq,am_v_nm
OG0021488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,112,0.001678956705066,0.019844703944293,0,0.4,0,0.3,0
OG0021489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,112,0.001678956705066,0.019844703944293,0,0.4,0,0.3,0
OG0021507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,112,0.001678956705066,0.019844703944293,0,0.4,0,0.3,0
OG0021517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,112,0.001678956705066,0.019844703944293,0,0.4,0,0.3,0
OG0021519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,112,0.001678956705066,0.019844703944293,0,0.4,0,0.3,0
OG0021521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,112,0.001678956705066,0.019844703944293,0,0.4,0,0.3,0
OG0021524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,112,0.001678956705066,0.019844703944293,0,0.4,0,0.3,0
OG0021527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,112,0.001678956705066,0.019844703944293,0,0.4,0,0.3,0
OG0021533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,112,0.001678956705066,0.019844703944293,0,0.4,0,0.3,0
OG0021535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,112,0.001678956705066,0.019844703944293,0,0.4,0,0.3,0
OG0021546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,112,0.001678956705066,0.019844703944293,0,0.4,0,0.3,0
OG0021549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,112,0.001678956705066,0.019844703944293,0,0.4,0,0.3,0
OG0021550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,112,0.001678956705066,0.019844703944293,0,0.4,0,0.3,0
OG0021552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,112,0.001678956705066,0.019844703944293,0,0.4,0,0.3,0
OG0021553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,112,0.001678956705066,0.019844703944293,0,0.4,0,0.3,0
OG0021556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,112,0.001678956705066,0.019844703944293,0,0.4,0,0.3,0
OG0021563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,112,0.001678956705066,0.019844703944293,0,0.4,0,0.3,0
OG0021565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,112,0.001678956705066,0.019844703944293,0,0.4,0,0.3,0
OG0021567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,112,0.001678956705066,0.019844703944293,0,0.4,0,0.3,0
OG0021577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,112,0.001678956705066,0.019844703944293,0,0.4,0,0.3,0
OG0021582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,112,0.001678956705066,0.019844703944293,0,0.4,0,0.3,0
OG0021596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,112,0.001678956705066,0.019844703944293,0,0.4,0,0.3,0
OG0021597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,112,0.001678956705066,0.019844703944293,0,0.4,0,0.3,0
OG0021600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,112,0.001678956705066,0.019844703944293,0,0.4,0,0.3,0
OG0021603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
OG0021611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,96,0.000226718735941,0.00409253533352,0,0.4,0,0.4,0
