,AM_refseq_aegilops_tauschii,AM_refseq_ananas_comosus,AM_refseq_asparagus_officinalis,AM_refseq_brachypodium_distachyon,AM_refseq_cajanus_cajan,AM_refseq_capsicum_annuum,AM_refseq_carica_papaya,AM_refseq_cicer_arietinum,AM_refseq_cucumis_melo,AM_refseq_daucus_carota,AM_refseq_fragaria_vesca,AM_refseq_gossypium_arboreum,AM_refseq_helianthus_annuus,AM_refseq_hevea_brasiliensis,AM_refseq_lactuca_sativa,AM_refseq_manihot_esculenta,AM_refseq_medicago_truncatula,AM_refseq_musa_acuminata,AM_refseq_nicotiana_tabacum,AM_refseq_olea_europaea,AM_refseq_phaseolus_vulgaris,AM_refseq_phoenix_dactylifera,AM_refseq_prunus_persica,AM_refseq_ricinus_communis,AM_refseq_sesamum_indicum,AM_refseq_setaria_italica,AM_refseq_solanum_lycopersicum,AM_refseq_sorghum_bicolor,AM_refseq_theobroma_cacao,AM_refseq_vigna_radiata,AM_refseq_vitis_vinifera,AM_refseq_zea_mays,NM_refseq_arabidopsis_lyrata,NM_refseq_arabidopsis_thaliana,NM_refseq_beta_vulgaris,NM_refseq_brassica_rapa,NM_refseq_capsella_rubella,NM_refseq_eutrema_salsugineum,NM_refseq_lupinus_angustifolius,NM_refseq_nelumbo_nucifera,NM_refseq_spinacia_oleracea,NM_refseq_tarenaya_hassleriana,mann_w,mann_p,mann_FDR,am_avg,nm_avg,am_freq,nm_freq,am_v_nm
OG0012119,1,1,1,1,1,2,1,1,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,250,0.000369985562954,0.006245408474534,1,0.4,0.9375,0.4,2.5
OG0012120,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,273.5,9.92884341495713E-07,0.00019745781772,1.03125,0.3,1,0.3,3.4375
OG0012123,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,273.5,9.92884341495713E-07,0.00019745781772,1.03125,0.3,1,0.3,3.4375
OG0012129,2,2,0,2,0,1,1,0,0,0,1,1,1,1,1,1,0,3,2,0,0,2,1,1,1,2,1,2,1,0,1,3,0,0,0,0,0,0,0,2,0,0,253,0.00354882765051,0.038401773237286,1.0625,0.2,0.71875,0.1,5.3125
OG0012131,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,286,2.79579533313292E-06,0.00019745781772,1.0625,0.2,0.96875,0.2,5.3125
OG0012132,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,2,1,1,1,3,0,0,1,0,0,0,1,1,1,0,242,0.002997041309317,0.032965159577589,1,0.4,0.875,0.4,2.5
OG0012135,1,2,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,0,0,266,0.000175850736295,0.003904321216204,1.03125,0.3,0.9375,0.2,3.4375
OG0012136,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,268.5,7.69671673587655E-06,0.00041332088191,1.03125,0.3,0.96875,0.3,3.4375
OG0012137,2,2,2,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,2,0,1,3,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,254.5,0.001508217222353,0.019844703944293,1.03125,0.3,0.84375,0.3,3.4375
OG0012139,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,250,0.000369985562954,0.006245408474534,1,0.4,0.9375,0.4,2.5
OG0012140,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,1,0,1,0,270,1.32288748513443E-05,0.000691028317235,1.03125,0.3,0.96875,0.3,3.4375
OG0012142,1,1,1,1,1,1,1,1,1,0,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,310,6.53574713852084E-07,0.00019745781772,1.125,0,0.9375,0,Inf
OG0012144,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,1,0,0,0,1,1,1,0,250,0.000369985562954,0.006245408474534,1,0.4,0.9375,0.4,2.5
OG0012147,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,320,6.29896645160351E-09,0.000136859622963,1.125,0,1,0,Inf
OG0012151,1,1,0,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,250,0.000369985562954,0.006245408474534,1,0.4,0.9375,0.4,2.5
OG0012188,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,2,1,1,0,1,1,0,0,1,0,0,1,1,0,3,2,2,3,2,2,3,0,1,2,34,7.28673072328598E-05,0.001697873265856,0.5,2,0.46875,0.9,0.25
OG0012195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,0,0,4,1,0,0,0,0,96,0.000231905587294,0.00409253533352,0,3.6,0,0.4,0
OG0012196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,9,9,3,0,0,0,4,64,3.57820294904229E-06,0.00019745781772,0,3.6,0,0.6,0
OG0012197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,4,9,5,0,0,0,0,80,2.99794008066071E-05,0.000741867515223,0,3.6,0,0.5,0
OG0012199,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,2,2,0,0,2,0,0,0,0,1,1,0,242.5,0.004209985427485,0.044638984327618,0.96875,0.4,0.875,0.3,2.421875
OG0012200,1,1,0,1,1,1,1,1,1,0,1,1,1,2,1,2,1,0,2,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,277,4.78041726534185E-05,0.001128524141605,1.03125,0.2,0.90625,0.2,5.15625
OG0012207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,251,3.48576059936345E-05,0.000835245221182,0.96875,0.4,0.96875,0.4,2.421875
OG0012208,1,1,1,1,1,1,1,1,1,4,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,238,0.002762291292751,0.030771860737009,0.96875,0.4,0.875,0.4,2.421875
OG0012214,1,0,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,245,0.001140102504138,0.017221422157662,0.96875,0.4,0.90625,0.4,2.421875
OG0012215,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,2,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,245,0.001140102504138,0.017221422157662,0.96875,0.4,0.90625,0.4,2.421875
OG0012217,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,2,0,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,276,3.81968926849435E-05,0.000908440999038,1.03125,0.2,0.90625,0.2,5.15625
OG0012219,1,1,1,1,0,2,1,1,1,1,2,1,1,1,1,1,1,1,3,1,0,1,2,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,253,0.001490291246461,0.019844703944293,1,0.3,0.84375,0.3,3.33333333333333
OG0012226,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,245,0.001140102504138,0.017221422157662,0.96875,0.4,0.90625,0.4,2.421875
OG0012227,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,2,2,1,1,1,0,1,1,1,1,1,1,1,2,0,0,1,0,0,0,1,1,1,0,242,0.002991694790442,0.032931567559153,0.96875,0.4,0.875,0.4,2.421875
OG0012229,1,0,1,0,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,242,0.002991694790442,0.032931567559153,0.96875,0.4,0.875,0.4,2.421875
OG0012231,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0,248,0.000289718448976,0.004972288553817,0.96875,0.4,0.9375,0.4,2.421875
OG0012232,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0,248,0.000289718448976,0.004972288553817,0.96875,0.4,0.9375,0.4,2.421875
OG0012233,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,248,0.000289718448976,0.004972288553817,0.96875,0.4,0.9375,0.4,2.421875
OG0012234,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,248,0.000289718448976,0.004972288553817,0.96875,0.4,0.9375,0.4,2.421875
OG0012235,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,248,0.000289718448976,0.004972288553817,0.96875,0.4,0.9375,0.4,2.421875
OG0012236,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,248,0.000289718448976,0.004972288553817,0.96875,0.4,0.9375,0.4,2.421875
OG0012237,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,1,1,0,245,0.001140102504138,0.017221422157662,0.96875,0.4,0.90625,0.4,2.421875
OG0012273,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2,1,0,0,0,0,3,0,1,0,5,4,1,4,4,0,0,0,1,4,71,0.002207885517012,0.025152494184904,0.375,2.3,0.25,0.7,0.16304347826087
OG0012276,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,5,6,0,7,6,4,0,0,0,3,72,0.000535656351848,0.00874398124352,0.125,3.1,0.125,0.6,0.040322580645161
OG0012277,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,5,6,7,0,0,0,4,68,8.03950000767082E-05,0.001858204627678,0.0625,3.3,0.0625,0.6,0.018939393939394
OG0012290,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,315,3.59576801020351E-08,0.000136859622963,1.0625,0,0.96875,0,Inf
OG0012291,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,280,7.69627772593606E-06,0.00041332088191,1,0.2,0.9375,0.2,5
OG0012295,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,315,1.64848868580598E-08,0.000136859622963,1.0625,0,0.96875,0,Inf
OG0012301,2,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,315,3.59576801020351E-08,0.000136859622963,1.0625,0,0.96875,0,Inf
OG0012304,1,1,1,1,1,1,0,2,0,0,1,1,2,2,1,1,1,1,2,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,2,1,0,0,253.5,0.00190477752765,0.022173524460852,0.96875,0.3,0.84375,0.2,3.22916666666667
OG0012309,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,263.5,3.98618765120645E-05,0.000945690926665,0.96875,0.3,0.9375,0.3,3.22916666666667
OG0012313,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0,243,0.000999698226261,0.015301720852679,0.9375,0.4,0.90625,0.4,2.34375
OG0012314,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,246,0.000206179896275,0.00409253533352,0.9375,0.4,0.9375,0.4,2.34375
OG0012316,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0,243,0.000999698226261,0.015301720852679,0.9375,0.4,0.90625,0.4,2.34375
OG0012317,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,246,0.000206179896275,0.00409253533352,0.9375,0.4,0.9375,0.4,2.34375
OG0012318,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,263.5,3.98618765120645E-05,0.000945690926665,0.96875,0.3,0.9375,0.3,3.22916666666667
OG0012319,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0,243,0.000999698226261,0.015301720852679,0.9375,0.4,0.90625,0.4,2.34375
OG0012320,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0,243,0.000999698226261,0.015301720852679,0.9375,0.4,0.90625,0.4,2.34375
OG0012321,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0,243,0.000999698226261,0.015301720852679,0.9375,0.4,0.90625,0.4,2.34375
OG0012322,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0,243,0.000999698226261,0.015301720852679,0.9375,0.4,0.90625,0.4,2.34375
OG0012323,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0,243,0.000999698226261,0.015301720852679,0.9375,0.4,0.90625,0.4,2.34375
OG0012324,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,243,0.000999698226261,0.015301720852679,0.9375,0.4,0.90625,0.4,2.34375
OG0012325,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,243,0.000999698226261,0.015301720852679,0.9375,0.4,0.90625,0.4,2.34375
OG0012326,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,238,0.002762291292751,0.030771860737009,0.9375,0.4,0.875,0.4,2.34375
OG0012348,0,0,0,1,1,0,1,1,0,2,0,1,0,0,1,1,1,0,2,1,1,0,1,1,1,0,1,0,0,1,1,0,1,2,1,3,1,1,2,1,1,1,72,0.003827643173274,0.041099897136737,0.625,1.4,0.5625,1,0.446428571428571
OG0012375,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,4,2,1,3,0,1,5,2,35.5,3.32913069643601E-05,0.000807138606824,0.375,2.2,0.25,0.9,0.170454545454545
OG0012393,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,3,3,1,6,4,2,0,1,0,2,53.5,0.000247380641188,0.004354930037585,0.34375,2.2,0.21875,0.8,0.15625
OG0012395,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,258.5,0.00015387827729,0.003429730726564,0.9375,0.3,0.90625,0.3,3.125
OG0012411,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,238,0.002762291292751,0.030771860737009,0.90625,0.4,0.875,0.4,2.265625
OG0012412,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,238,0.002762291292751,0.030771860737009,0.90625,0.4,0.875,0.4,2.265625
OG0012413,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,315,1.64513630038898E-08,0.000136859622963,1.03125,0,0.96875,0,Inf
OG0012417,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,241,0.000825835838753,0.012880707734726,0.90625,0.4,0.90625,0.4,2.265625
OG0012418,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,241,0.000825835838753,0.012880707734726,0.90625,0.4,0.90625,0.4,2.265625
OG0012419,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0,238,0.002762291292751,0.030771860737009,0.90625,0.4,0.875,0.4,2.265625
OG0012420,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,241,0.000825835838753,0.012880707734726,0.90625,0.4,0.90625,0.4,2.265625
OG0012421,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,241,0.000825835838753,0.012880707734726,0.90625,0.4,0.90625,0.4,2.265625
OG0012422,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,241,0.000825835838753,0.012880707734726,0.90625,0.4,0.90625,0.4,2.265625
OG0012423,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,2,1,1,1,0,0,0,0,0,1,1,0,238,0.002762291292751,0.030771860737009,0.90625,0.4,0.875,0.4,2.265625
OG0012424,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0,238,0.002762291292751,0.030771860737009,0.90625,0.4,0.875,0.4,2.265625
OG0012425,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,241,0.000825835838753,0.012880707734726,0.90625,0.4,0.90625,0.4,2.265625
OG0012426,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,241,0.000825835838753,0.012880707734726,0.90625,0.4,0.90625,0.4,2.265625
OG0012427,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,241,0.000825835838753,0.012880707734726,0.90625,0.4,0.90625,0.4,2.265625
OG0012429,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,241,0.000825835838753,0.012880707734726,0.90625,0.4,0.90625,0.4,2.265625
OG0012430,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,238,0.002762291292751,0.030771860737009,0.90625,0.4,0.875,0.4,2.265625
OG0012431,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,241,0.000825835838753,0.012880707734726,0.90625,0.4,0.90625,0.4,2.265625
OG0012432,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,241,0.000825835838753,0.012880707734726,0.90625,0.4,0.90625,0.4,2.265625
OG0012433,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,241,0.000825835838753,0.012880707734726,0.90625,0.4,0.90625,0.4,2.265625
OG0012434,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,295,8.88449290449975E-07,0.00019745781772,1,0.1,0.9375,0.1,10
OG0012435,0,1,0,0,2,1,1,1,1,1,1,1,2,1,3,1,1,2,2,1,1,2,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,290,2.86615069927951E-05,0.000741867515223,1.03125,0,0.8125,0,Inf
OG0012464,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,5,0,5,5,3,1,0,0,2,59,0.000192902890067,0.00409253533352,0.1875,2.7,0.15625,0.7,0.069444444444444
OG0012475,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,2,0,0,0,5,72,6.85927419228986E-05,0.001602576271737,0.59375,1.4,0.03125,0.6,0.424107142857143
OG0012486,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,310,8.73315535264296E-08,0.00019745781772,1,0,0.9375,0,Inf
OG0012493,1,2,1,1,0,1,1,0,1,1,0,0,3,1,3,1,0,1,2,2,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,248,0.004459872621169,0.046814811986184,0.9375,0.2,0.71875,0.2,4.6875
OG0012494,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,2,1,1,0,1,1,1,2,1,0,2,1,1,2,0,0,0,0,0,0,1,0,0,0,281,5.3514422143752E-05,0.001261254592445,0.96875,0.1,0.84375,0.1,9.6875
OG0012495,1,0,0,1,2,2,1,1,0,0,1,0,0,2,1,1,0,0,1,2,2,1,1,1,3,1,0,1,1,2,1,1,0,0,0,0,0,0,0,1,0,0,262.5,0.001104993910187,0.016770456967604,0.96875,0.1,0.71875,0.1,9.6875
OG0012498,1,0,1,1,2,1,1,1,2,1,0,1,0,2,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,300,2.91540362229805E-06,0.00019745781772,1,0,0.875,0,Inf
OG0012500,1,1,1,0,1,1,1,1,0,3,1,2,1,1,2,1,1,0,2,2,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,271.5,0.000292956313287,0.005015872992101,0.96875,0.1,0.78125,0.1,9.6875
OG0012505,1,0,1,1,1,1,1,2,1,1,0,1,1,0,0,0,2,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,0,0,1,248,0.003352623092474,0.0364713598814,0.90625,0.3,0.8125,0.2,3.02083333333333
OG0012506,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,253.5,0.000476296779301,0.007859854376407,0.90625,0.3,0.875,0.3,3.02083333333333
OG0012510,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,290,3.5625726965808E-06,0.00019745781772,0.96875,0.1,0.90625,0.1,9.6875
OG0012513,1,0,0,1,2,1,0,1,1,1,1,1,1,0,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,300,2.91540362229805E-06,0.00019745781772,1,0,0.875,0,Inf
OG0012516,1,1,1,1,0,1,1,0,0,1,1,2,0,2,1,1,0,1,4,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,256,0.001291887435025,0.019291021833815,0.9375,0.2,0.78125,0.2,4.6875
OG0012517,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,236,0.002515470349442,0.02828550416418,0.875,0.4,0.875,0.4,2.1875
OG0012525,0,1,0,0,0,0,2,0,1,0,1,3,0,1,0,1,0,3,0,0,0,1,1,1,0,0,0,0,1,0,0,0,2,2,1,2,2,2,0,1,1,2,59.5,0.001336686946201,0.019844703944293,0.53125,1.5,0.375,0.9,0.354166666666667
OG0012526,0,1,1,0,1,0,1,3,1,2,1,1,1,1,1,1,2,0,2,2,0,1,1,1,2,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,275,0.00024657753332,0.004343453422611,1,0,0.71875,0,Inf
OG0012551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,9,0,4,6,3,0,0,0,2,66,2.10654593393462E-05,0.000741867515223,0.03125,3.1,0.03125,0.6,0.01008064516129
