	AM_refseq_aegilops_tauschii	AM_refseq_ananas_comosus	AM_refseq_asparagus_officinalis	AM_refseq_brachypodium_distachyon	AM_refseq_cajanus_cajan	AM_refseq_capsicum_annuum	AM_refseq_carica_papaya	AM_refseq_cicer_arietinum	AM_refseq_cucumis_melo	AM_refseq_daucus_carota	AM_refseq_fragaria_vesca	AM_refseq_gossypium_arboreum	AM_refseq_helianthus_annuus	AM_refseq_hevea_brasiliensis	AM_refseq_lactuca_sativa	AM_refseq_manihot_esculenta	AM_refseq_medicago_truncatula	AM_refseq_musa_acuminata	AM_refseq_nicotiana_tabacum	AM_refseq_olea_europaea	AM_refseq_phaseolus_vulgaris	AM_refseq_phoenix_dactylifera	AM_refseq_prunus_persica	AM_refseq_ricinus_communis	AM_refseq_sesamum_indicum	AM_refseq_setaria_italica	AM_refseq_solanum_lycopersicum	AM_refseq_sorghum_bicolor	AM_refseq_theobroma_cacao	AM_refseq_vigna_radiata	AM_refseq_vitis_vinifera	AM_refseq_zea_mays	NM_refseq_arabidopsis_lyrata	NM_refseq_arabidopsis_thaliana	NM_refseq_beta_vulgaris	NM_refseq_brassica_rapa	NM_refseq_capsella_rubella	NM_refseq_eutrema_salsugineum	NM_refseq_lupinus_angustifolius	NM_refseq_nelumbo_nucifera	NM_refseq_spinacia_oleracea	NM_refseq_tarenaya_hassleriana	Total
OG0000135	40	8	20	16	1	26	3	1	1	2	1	12	4	19	2	10	1	5	51	1	2	1	0	19	3	21	20	15	13	2	28	15	6	9	6	7	9	8	2	12	10	2	434
OG0000136	21	7	8	15	8	12	10	14	7	8	8	11	17	9	8	3	13	9	18	6	5	10	14	5	5	12	10	11	9	8	10	11	14	11	10	13	10	8	10	16	9	6	429
OG0000137	12	8	9	8	11	8	5	9	9	12	7	14	16	13	11	10	10	26	15	15	12	14	7	7	11	10	8	11	7	12	7	12	6	6	6	12	6	5	15	7	6	12	427
OG0000138	18	5	6	8	8	10	6	5	10	9	18	19	18	10	14	7	30	9	20	15	8	6	4	5	6	5	9	8	9	9	8	4	14	13	6	17	13	11	6	8	5	6	425
OG0000139	13	16	10	7	8	12	2	5	4	10	7	11	10	11	14	9	9	10	11	3	16	4	8	6	4	5	11	5	8	21	15	4	17	15	6	27	23	16	4	3	4	19	423
OG0000140	10	13	7	11	17	8	5	18	9	7	11	8	6	9	4	7	12	13	14	15	14	11	11	9	20	9	6	10	8	13	6	10	7	7	8	14	7	7	9	4	15	13	422
OG0000141	20	3	5	7	11	19	5	6	7	8	12	6	9	26	4	23	12	9	16	12	10	6	12	8	8	9	16	10	11	8	11	10	11	12	5	15	11	10	4	3	5	6	421
OG0000142	8	6	4	8	11	9	7	12	6	10	9	13	12	12	13	9	11	11	14	12	12	14	7	9	9	9	16	7	9	14	10	11	11	8	5	16	8	8	13	9	6	8	416
OG0000143	27	4	3	12	2	12	3	2	9	14	29	5	17	9	23	4	2	8	13	17	0	7	17	5	9	11	6	11	10	0	14	6	19	13	5	19	12	8	0	12	3	13	415
OG0000144	8	6	1	10	9	8	3	10	9	9	6	16	26	6	12	8	11	22	19	14	10	8	5	5	9	10	7	9	7	10	8	15	9	9	4	19	9	8	16	7	4	10	411
OG0000145	32	17	3	18	25	4	1	11	2	6	2	7	22	1	14	2	19	21	6	4	6	16	3	1	5	30	5	22	3	8	3	24	11	12	0	9	13	6	4	2	0	4	404
OG0000146	8	9	10	7	8	11	5	8	7	10	8	17	13	12	8	11	6	22	22	13	7	13	7	5	9	6	12	7	8	7	6	9	7	8	6	14	9	7	14	8	5	14	403
OG0000147	34	7	13	14	3	5	1	2	5	6	2	9	2	19	2	10	11	10	5	8	3	22	6	9	2	20	4	24	10	3	8	25	12	11	9	17	10	6	2	23	5	4	403
OG0000148	0	0	1	0	3	1	6	27	19	5	9	6	6	9	22	5	12	0	2	10	60	0	9	18	6	0	4	0	5	5	9	0	24	26	4	24	23	15	4	10	1	12	402
OG0000149	17	10	2	8	14	3	3	13	8	15	11	16	34	21	16	17	13	9	7	3	17	14	11	10	1	8	4	8	11	14	13	8	3	2	5	4	2	2	2	14	3	3	399
OG0000150	1	3	4	2	9	6	5	9	7	15	22	12	35	14	10	9	16	4	9	15	20	7	10	7	7	5	4	3	8	11	24	2	7	6	7	8	8	5	10	23	4	3	396
OG0000151	7	8	8	7	10	9	3	8	6	11	7	9	12	12	9	10	8	19	11	14	9	11	7	6	9	7	9	7	7	10	7	12	10	10	6	16	10	9	16	9	6	14	395
OG0000152	10	5	9	4	9	13	5	9	7	15	7	12	21	11	10	12	9	9	30	12	10	2	6	6	10	6	13	6	7	11	5	9	9	7	5	14	7	7	15	4	9	8	395
OG0000153	13	1	9	5	21	20	2	10	4	17	5	15	12	16	12	14	19	10	15	10	7	3	6	10	5	12	6	13	11	9	26	5	5	5	4	8	5	3	8	4	2	4	391
OG0000154	5	2	3	2	19	17	4	8	6	6	7	8	10	13	15	15	15	12	17	7	11	8	16	5	11	4	15	4	4	10	24	3	11	9	7	16	9	9	12	3	5	4	391
OG0000155	9	3	9	1	0	11	0	17	1	33	0	1	37	5	46	1	4	0	62	0	0	0	6	2	2	0	3	9	0	25	0	0	9	3	19	19	8	19	0	0	26	0	390
OG0000156	10	7	4	7	11	7	7	8	9	11	4	14	11	10	7	10	7	26	18	13	12	7	5	5	6	8	9	9	5	12	5	12	9	9	3	17	9	9	13	6	3	11	385
OG0000157	7	7	8	7	8	7	5	7	6	10	6	11	14	13	10	12	8	16	14	12	8	10	6	7	7	7	7	7	7	8	7	15	9	9	6	16	8	9	16	7	7	13	384
OG0000158	11	6	4	5	10	18	1	12	7	19	4	11	21	4	21	2	18	3	28	12	3	1	9	2	16	7	17	5	3	4	15	4	4	8	15	10	8	7	4	1	14	10	384
OG0000159	3	1	0	1	11	24	5	10	4	15	5	6	34	2	6	5	46	2	25	10	24	1	3	3	2	1	12	1	7	18	6	1	4	4	20	19	3	3	8	12	12	5	384
OG0000160	15	4	3	11	12	2	27	13	3	6	7	12	10	5	6	6	30	8	4	13	10	6	9	3	3	5	1	10	13	8	9	4	9	7	3	15	14	18	24	7	5	3	383
OG0000161	7	7	7	6	11	11	6	6	6	6	8	11	8	15	7	10	8	19	18	12	10	8	6	4	9	9	9	8	4	9	5	10	11	11	2	18	11	11	18	6	2	12	382
OG0000162	20	16	2	7	3	2	0	1	9	20	16	7	48	7	74	4	18	16	1	12	3	7	11	3	0	10	1	4	5	8	13	4	0	0	3	0	0	0	9	3	13	0	380
OG0000163	11	2	4	8	9	10	5	6	7	9	14	8	8	22	4	21	12	3	15	18	10	3	12	10	8	9	8	7	11	12	14	8	7	7	10	12	8	5	7	4	5	7	380
OG0000164	9	9	7	9	10	11	5	6	6	8	7	10	10	9	9	10	7	13	21	15	10	12	7	6	8	9	10	7	7	10	9	11	9	8	5	12	8	9	12	8	4	8	380
OG0000165	173	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	51	0	56	0	0	0	17	0	0	1	0	0	0	0	0	0	0	379
OG0000166	0	0	2	2	4	14	5	8	11	17	11	11	26	15	14	11	12	2	16	6	5	2	12	5	13	0	11	0	8	6	32	0	15	15	5	17	16	8	4	5	3	10	379
OG0000167	14	6	6	7	10	5	8	6	3	10	15	12	8	15	10	7	7	6	15	12	6	6	11	10	5	10	6	8	19	9	13	7	9	10	7	12	7	8	7	14	5	6	377
OG0000168	14	8	10	4	6	9	1	8	6	18	0	7	15	12	16	11	24	7	19	7	10	1	0	4	6	3	6	6	4	8	6	4	15	14	11	25	17	12	3	4	7	9	377
OG0000169	6	6	2	9	6	8	4	6	8	6	7	13	13	11	9	10	6	16	17	11	6	9	7	5	8	8	7	9	7	6	6	15	13	12	6	17	12	11	11	9	7	11	376
OG0000170	13	9	7	10	9	5	3	9	8	8	5	8	10	12	6	12	14	24	14	14	9	10	5	6	6	10	7	9	6	10	7	13	6	6	6	11	6	6	13	6	4	12	374
OG0000171	6	6	11	1	9	12	7	3	11	33	6	13	22	17	15	10	5	13	19	14	10	2	5	9	8	0	11	2	14	7	21	1	5	6	3	7	5	1	3	4	2	12	371
OG0000172	25	12	28	19	15	1	2	11	0	2	14	3	0	2	0	2	36	15	11	4	2	20	8	1	2	19	0	15	3	2	4	21	7	0	6	4	1	1	8	31	12	0	369
OG0000173	14	2	0	7	6	2	11	2	5	10	11	7	40	9	14	7	3	0	5	6	3	1	9	3	4	15	9	10	7	3	6	11	25	21	6	17	21	15	3	3	7	8	368
OG0000174	20	1	2	4	4	9	7	2	3	17	15	6	10	14	4	8	2	1	12	8	1	0	10	1	2	8	1	6	7	2	4	3	33	28	5	33	15	22	4	10	6	17	367
OG0000175	4	6	8	4	11	8	6	6	7	9	6	12	12	11	9	11	6	13	17	10	10	8	6	7	10	5	7	3	6	10	7	6	10	10	5	21	10	10	13	6	5	14	365
OG0000176	4	3	7	0	5	10	7	3	11	12	7	8	15	14	11	21	3	4	25	17	3	7	12	13	5	2	14	2	3	2	5	1	8	8	9	17	10	8	5	18	15	8	362
OG0000177	2	1	4	2	18	9	3	6	4	0	12	13	5	11	3	4	21	4	13	12	8	1	3	3	7	1	9	2	3	10	19	2	20	20	15	27	13	14	9	5	18	5	361
OG0000178	12	7	9	8	8	9	4	10	6	10	5	17	15	8	10	1	11	13	21	11	9	8	6	7	8	6	6	9	5	8	6	8	8	8	6	16	9	7	0	10	6	9	360
OG0000179	43	4	0	22	8	3	7	4	3	20	5	14	9	7	4	6	6	6	4	2	4	1	12	7	1	21	1	14	19	2	21	14	10	7	6	5	9	6	2	5	7	5	356
OG0000180	0	0	0	0	3	11	5	3	4	1	3	60	3	28	3	8	15	3	7	19	10	0	2	3	9	0	3	0	53	6	9	0	7	7	4	17	10	12	3	8	7	9	355
OG0000181	10	4	1	8	7	5	8	5	8	6	5	13	10	8	9	5	7	2	11	9	15	3	4	5	5	4	7	10	7	10	6	5	17	19	4	31	17	16	2	4	5	17	354
OG0000182	1	1	5	2	5	0	20	17	11	8	5	12	5	12	9	10	16	2	1	3	10	5	13	6	8	4	1	3	10	11	25	2	23	12	3	14	11	13	14	4	4	13	354
OG0000183	10	3	2	3	22	12	1	20	5	8	11	7	6	3	3	3	24	2	13	5	19	1	6	5	8	1	9	2	3	21	6	1	7	9	7	12	8	9	27	7	9	13	353
OG0000184	9	16	5	5	7	4	1	4	9	6	12	11	16	7	5	6	9	8	7	10	10	17	7	6	2	5	2	4	9	6	15	4	12	25	8	5	19	11	8	7	12	2	353
OG0000185	5	4	7	2	15	12	7	9	9	10	6	12	26	7	17	9	10	15	12	11	12	11	7	5	7	2	8	1	10	11	5	6	5	8	3	15	8	6	7	2	4	5	353
OG0000186	170	0	0	19	8	0	0	0	0	2	1	0	4	0	0	3	1	5	14	8	0	0	0	0	6	81	0	4	0	7	0	4	0	0	0	0	0	3	0	2	10	0	352
OG0000187	7	4	16	7	3	1	0	4	0	10	5	3	62	4	42	6	13	0	4	6	0	12	2	5	6	10	2	6	5	2	0	19	0	0	20	6	0	4	14	10	26	6	352
OG0000188	41	5	3	22	6	0	1	15	0	3	4	5	16	7	11	10	8	4	0	7	7	6	6	3	6	28	0	35	5	5	25	27	1	1	5	1	1	2	8	8	2	1	351
OG0000189	8	6	9	4	12	5	5	29	4	7	7	9	16	2	10	5	21	6	11	6	14	10	6	5	9	2	4	2	6	8	8	1	11	11	2	13	10	10	11	8	6	11	350
OG0000190	10	5	9	2	12	12	3	10	6	6	14	7	5	13	5	9	24	6	13	5	17	9	10	11	4	2	10	4	10	16	4	1	5	5	12	12	5	3	10	3	17	4	350
OG0000191	29	23	1	8	9	15	3	7	1	2	3	3	10	16	10	5	17	2	22	8	8	1	3	3	8	12	9	10	4	10	6	6	11	9	9	7	7	8	3	8	10	3	349
OG0000192	17	6	2	3	7	17	3	8	9	4	9	5	12	12	10	5	14	5	12	13	8	6	10	7	7	7	8	5	7	2	14	5	9	8	8	14	10	7	8	9	8	9	349
OG0000193	7	4	5	7	12	6	6	10	7	7	5	12	10	12	7	10	10	18	12	14	11	10	5	6	7	6	6	6	6	11	6	10	6	6	5	11	6	6	15	7	5	9	347
OG0000194	9	7	3	7	9	11	5	8	7	10	7	8	11	9	8	9	9	10	17	11	10	10	7	6	9	7	10	6	7	9	7	7	7	7	6	8	7	7	14	5	6	9	346
OG0000195	12	8	6	8	8	13	4	6	8	8	6	13	11	10	7	10	7	12	14	10	9	11	5	6	7	9	6	6	6	9	6	9	7	7	4	14	7	6	9	8	4	9	345
OG0000196	5	5	4	5	9	5	7	8	6	10	7	15	16	12	10	13	10	13	14	13	8	7	6	8	10	5	7	5	8	7	7	4	7	7	5	14	7	7	9	6	6	7	344
OG0000197	7	6	5	7	10	6	5	8	8	9	6	14	13	10	9	9	9	14	14	11	7	8	6	5	8	6	5	6	5	7	5	8	8	8	5	14	8	9	10	10	5	11	344
OG0000198	6	3	3	5	10	15	5	6	5	8	8	14	17	8	9	12	23	3	10	5	6	8	22	15	4	8	7	3	8	16	16	3	3	2	11	6	2	2	5	6	10	3	341
OG0000199	14	5	2	5	11	10	7	6	3	7	12	10	13	12	10	8	10	7	17	9	7	4	12	7	7	8	7	10	6	7	11	9	7	7	7	9	6	7	9	2	6	7	340
OG0000200	4	7	20	1	12	0	3	3	1	7	0	0	157	0	50	0	40	0	10	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	6	11	3	0	340
OG0000201	7	3	2	5	6	12	3	4	3	15	23	7	32	16	16	10	6	1	21	16	7	3	9	12	11	5	8	6	12	8	19	4	1	3	4	0	1	1	3	4	8	1	338
OG0000202	11	1	4	3	9	11	0	31	10	11	8	16	9	9	18	12	8	0	43	16	1	2	7	0	6	2	3	5	2	0	0	23	3	0	6	18	2	5	3	2	11	6	337
OG0000203	48	8	8	14	3	8	2	5	4	15	10	9	14	10	8	11	23	5	15	7	6	3	9	7	5	20	6	15	4	5	9	13	0	0	2	0	0	0	0	1	3	0	335
OG0000204	18	4	6	6	12	9	4	4	9	9	7	10	10	10	7	7	8	12	18	18	13	9	6	4	8	4	9	5	6	8	6	6	6	6	3	12	6	6	10	4	3	6	334
OG0000205	6	3	2	5	10	7	8	7	7	6	8	13	8	15	7	11	6	15	13	11	9	6	8	8	6	5	7	5	8	9	8	8	6	6	4	12	6	5	14	7	4	14	333
OG0000206	6	2	5	4	8	7	6	7	6	8	6	11	16	8	14	6	8	5	14	16	8	3	6	5	7	5	9	4	8	7	7	5	9	10	4	18	10	10	14	5	5	9	331
OG0000207	5	4	8	6	8	6	5	5	8	9	7	12	11	9	7	8	6	15	15	10	8	7	6	5	8	6	7	6	5	8	6	8	8	8	9	12	7	6	11	7	5	14	331
OG0000208	34	1	1	23	1	5	0	6	2	12	19	1	25	1	17	1	36	0	19	5	1	2	2	1	3	14	7	8	2	1	1	5	17	9	4	11	16	7	2	3	4	1	330
OG0000209	23	17	3	10	15	9	2	7	4	12	4	7	18	7	4	4	16	2	6	8	9	4	7	4	6	14	5	11	5	13	12	12	2	2	10	3	3	2	8	1	8	10	329
OG0000210	44	0	0	10	0	16	0	0	0	24	0	0	6	2	17	0	22	0	6	1	0	0	0	0	0	10	0	9	0	0	0	7	2	0	46	2	0	1	1	0	102	0	328
OG0000211	0	0	0	0	18	22	0	7	9	0	0	68	2	9	0	0	20	0	52	0	0	0	1	0	1	0	56	0	14	27	3	0	0	0	1	0	0	0	18	0	0	0	328
OG0000212	18	4	10	13	7	9	4	5	5	7	13	10	9	12	6	8	13	2	22	8	9	9	8	7	9	17	8	7	8	9	14	6	3	3	2	3	4	3	2	5	4	2	327
OG0000213	7	2	3	6	2	4	0	0	0	0	33	3	3	3	0	5	31	1	17	10	10	40	10	1	1	2	9	2	0	0	1	8	0	0	44	2	0	0	35	12	20	0	327
OG0000214	7	4	7	7	8	5	4	9	6	8	5	10	15	13	6	12	8	13	10	8	7	7	6	7	7	9	5	7	5	7	6	10	6	6	7	14	6	7	10	6	7	10	327
OG0000215	84	0	3	13	3	0	0	0	0	2	2	1	40	1	0	4	0	0	20	20	0	2	1	0	4	65	1	36	0	0	5	11	0	0	0	2	0	1	1	0	4	0	326
OG0000216	39	19	4	24	4	7	2	0	0	13	4	6	2	3	5	1	2	8	8	1	3	14	2	0	5	19	4	27	3	5	3	21	7	8	3	12	7	7	6	2	3	13	326
OG0000217	15	9	4	10	5	5	6	5	1	13	6	11	11	11	10	8	10	7	12	11	7	4	13	3	9	17	7	11	7	6	13	10	6	5	1	9	5	3	6	6	1	6	325
OG0000218	118	15	5	11	0	0	0	0	0	0	0	0	16	0	26	0	0	0	1	0	0	5	0	0	0	9	0	27	0	0	0	91	0	0	0	0	0	0	0	0	0	0	324
OG0000219	22	8	12	6	9	7	3	4	5	3	5	10	17	9	9	8	6	7	13	13	7	14	5	5	6	6	6	10	5	7	15	7	6	5	2	8	5	5	10	7	2	5	324
OG0000220	4	3	8	4	3	12	10	5	1	19	10	9	14	6	9	5	6	2	19	11	4	3	9	15	3	3	14	6	8	3	3	4	12	13	6	18	9	11	6	3	5	6	324
OG0000221	4	5	4	4	9	8	6	9	6	9	8	11	3	6	3	8	9	14	14	8	11	5	8	5	6	4	7	4	5	10	5	5	10	11	6	18	11	11	15	4	6	8	323
OG0000222	33	2	2	13	4	8	5	5	3	9	6	11	6	5	8	5	12	2	9	2	5	2	3	3	4	28	9	15	6	4	20	16	5	5	4	10	7	6	3	3	8	6	322
OG0000223	9	6	8	7	7	7	5	6	6	6	5	12	11	10	6	9	7	14	20	11	9	10	8	7	7	7	9	5	9	8	3	7	4	4	6	10	4	4	10	5	8	6	322
OG0000224	4	7	3	4	7	7	4	7	4	8	9	15	25	5	19	8	7	5	19	7	7	5	6	4	10	4	9	5	6	7	5	4	6	6	5	12	6	6	10	6	4	15	322
OG0000225	1	1	1	1	8	11	5	9	5	28	4	7	9	12	11	12	14	1	19	12	10	1	5	13	11	2	18	1	6	9	6	1	3	4	7	6	3	2	12	7	12	12	322
OG0000226	10	4	4	9	5	5	4	4	7	13	9	13	16	10	11	7	5	10	18	12	5	13	11	6	6	8	9	6	8	3	18	10	5	4	2	6	4	3	2	8	3	5	321
OG0000227	4	7	2	5	9	6	4	7	8	9	5	13	11	11	6	9	9	9	16	10	10	5	5	5	8	4	7	4	5	10	5	9	9	10	4	16	9	8	11	4	4	9	321
OG0000228	1	2	3	1	9	10	8	10	6	12	11	11	10	11	7	8	10	4	19	6	8	1	11	5	6	1	11	1	8	9	8	1	7	7	7	16	7	7	13	10	7	10	320
OG0000229	11	4	2	8	8	6	4	7	4	5	5	9	10	7	9	8	10	9	6	9	5	4	7	6	6	9	6	7	5	5	4	7	8	8	13	21	9	10	11	4	13	10	319
OG0000230	9	7	6	7	8	12	1	9	5	15	5	9	11	13	11	14	13	6	9	5	13	4	10	10	7	8	12	12	8	10	12	7	2	2	3	2	2	2	6	6	3	3	319
OG0000231	13	5	7	8	6	7	5	4	10	8	7	12	19	10	10	10	5	10	6	10	7	6	3	5	5	8	6	9	4	8	4	9	7	8	4	13	8	7	7	4	5	8	317
OG0000232	14	1	4	5	10	11	6	10	4	6	6	7	16	8	9	3	17	6	13	15	9	7	9	6	3	6	6	5	9	6	13	3	5	2	6	8	8	3	7	17	4	3	316
OG0000233	1	4	2	1	7	8	5	7	6	15	5	13	15	10	8	10	7	9	13	11	7	5	5	5	7	1	6	1	5	7	5	2	11	11	5	22	11	12	10	4	5	11	315
OG0000234	4	5	7	3	10	4	6	7	6	6	4	10	7	11	4	10	6	24	10	15	9	14	4	5	7	6	4	6	6	8	6	9	7	6	3	14	6	6	10	7	3	9	314
OG0000235	9	5	7	7	12	5	5	8	1	11	4	9	17	11	11	6	17	2	12	3	10	5	16	5	7	12	9	15	9	12	11	11	3	3	2	3	1	2	8	2	2	3	313
OG0000236	3	6	6	5	7	7	3	6	7	11	4	13	12	6	13	7	6	26	15	15	7	8	4	4	6	4	6	4	5	7	6	8	4	4	4	10	4	4	15	3	4	13	312
OG0000237	6	4	2	4	8	11	2	4	6	11	11	5	15	13	9	10	11	1	18	11	6	2	9	8	8	4	9	4	9	8	12	3	9	8	7	10	9	6	6	5	4	3	311
OG0000238	22	3	7	8	8	7	3	7	5	6	4	8	25	6	13	6	9	4	12	5	8	2	6	4	4	11	9	10	6	8	3	7	6	6	8	9	6	6	7	4	7	6	311
OG0000239	5	5	2	5	8	6	4	8	6	6	5	12	6	10	6	10	8	15	14	20	8	6	4	6	4	9	6	9	6	8	5	9	6	6	5	10	6	5	16	4	4	7	310
OG0000240	6	5	5	7	7	8	4	6	6	9	4	9	11	11	8	10	5	14	18	6	7	10	4	5	8	6	6	5	4	7	4	9	7	7	4	12	7	7	15	6	4	7	310
OG0000241	5	4	1	7	7	6	4	4	6	10	5	6	11	7	6	7	18	10	10	9	6	6	4	5	15	10	22	6	7	6	5	9	6	7	4	9	7	7	10	4	4	7	309
OG0000242	10	3	6	4	4	10	3	5	7	9	6	8	10	6	14	10	6	1	7	8	6	3	8	9	5	6	7	6	10	6	7	4	12	12	8	23	9	9	4	5	8	4	308
OG0000243	6	4	5	4	8	6	7	17	8	8	6	10	6	11	5	9	9	7	16	9	8	8	6	5	10	5	6	4	6	9	6	5	5	5	8	8	6	6	11	6	8	6	308
OG0000244	0	0	0	0	6	12	2	7	4	18	8	9	26	5	15	5	8	0	26	10	5	0	3	3	11	0	19	0	2	6	2	0	9	8	11	17	11	7	10	7	9	6	307
OG0000245	9	6	8	9	5	6	5	5	5	9	6	9	11	13	8	10	5	11	16	8	6	13	6	6	6	7	7	7	6	5	5	11	4	4	5	7	4	4	12	4	5	8	306
OG0000246	6	6	6	7	8	6	4	8	4	8	7	6	11	9	9	8	7	11	17	6	9	8	4	4	4	8	6	8	5	8	6	10	9	7	4	9	7	7	11	4	5	8	305
OG0000247	119	2	4	13	19	0	0	0	0	0	28	0	0	0	0	0	28	0	1	1	1	0	10	0	0	6	1	15	4	0	38	0	0	0	0	0	0	0	4	5	5	0	304
OG0000248	24	3	3	5	12	8	2	6	4	11	3	15	19	6	8	6	15	7	19	18	10	2	3	3	7	5	9	4	5	11	7	5	3	3	2	7	3	3	8	2	2	5	303
OG0000249	22	2	1	12	7	3	4	5	3	5	7	5	20	11	18	10	16	4	3	12	13	8	7	11	1	16	2	14	8	9	13	7	0	0	9	0	0	0	2	10	3	0	303
OG0000250	16	6	7	6	2	14	4	4	6	14	8	5	10	5	13	4	7	7	27	6	10	4	6	4	4	4	9	5	3	4	6	10	6	8	5	11	8	5	4	9	4	3	303
OG0000251	0	0	2	0	14	0	0	21	3	33	0	1	63	4	29	0	60	0	3	3	18	0	0	1	2	0	0	0	8	22	1	0	0	0	0	0	0	0	13	1	1	0	303
OG0000252	28	5	5	8	1	9	2	4	4	22	14	2	23	5	2	2	27	2	17	7	1	3	1	3	2	7	5	8	1	1	1	1	20	14	1	13	13	9	1	2	5	1	302
OG0000253	8	4	5	13	10	9	2	9	3	8	9	6	11	9	3	8	13	5	8	7	8	7	11	8	7	8	9	8	4	9	6	8	8	8	4	9	3	6	6	7	3	4	301
OG0000254	6	5	4	3	14	11	3	7	6	7	4	5	24	9	11	9	8	8	22	8	9	4	3	5	5	2	13	3	4	11	4	6	5	4	8	10	4	4	9	2	7	4	300
OG0000255	1	8	9	0	0	26	0	0	0	1	2	1	10	4	6	3	0	1	26	3	0	3	2	3	4	0	10	0	1	0	1	0	23	20	5	77	20	21	0	2	4	3	300
OG0000256	9	2	5	4	5	8	7	6	3	9	8	7	11	10	8	14	14	5	8	12	8	4	18	4	9	7	6	5	4	8	14	5	5	6	3	7	5	5	7	3	5	6	299
OG0000257	5	6	6	6	6	7	5	8	6	9	5	10	9	6	7	6	6	13	10	6	6	6	5	4	8	5	7	5	4	6	5	8	9	9	5	16	9	9	13	4	4	10	299
OG0000258	6	5	7	3	8	7	3	5	3	14	3	10	17	9	13	6	18	11	20	9	8	7	7	4	6	4	7	4	4	8	6	4	6	6	4	9	5	4	5	4	6	4	299
OG0000259	3	3	33	2	3	1	0	6	0	10	14	0	17	62	33	1	1	1	9	11	9	2	7	0	0	3	3	6	0	0	0	8	2	1	21	5	2	3	0	0	16	0	298
OG0000260	6	5	3	4	9	4	5	6	7	6	7	14	11	14	8	11	6	11	12	11	9	7	5	6	6	6	5	5	5	8	7	6	6	5	4	9	5	5	11	6	4	8	298
OG0000261	0	3	163	0	0	0	0	0	2	0	46	0	1	0	0	0	2	0	2	5	0	10	60	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	298
OG0000262	4	8	5	6	4	8	4	4	4	8	4	13	10	10	8	8	3	15	3	11	4	9	5	2	7	7	8	5	4	4	6	11	8	8	6	14	8	8	10	5	6	12	297
OG0000263	5	4	6	5	5	7	5	6	6	9	4	11	11	9	6	9	6	14	17	10	4	4	4	4	6	5	8	5	5	5	4	8	8	8	4	15	8	7	11	4	3	11	296
OG0000264	8	8	5	4	8	9	4	7	7	9	8	11	8	9	5	8	7	11	12	6	9	7	7	3	7	6	7	8	7	9	5	6	5	6	3	9	4	5	13	5	4	7	296
OG0000265	8	8	2	8	6	8	5	6	5	4	6	6	6	9	10	9	9	12	15	9	7	9	5	7	4	10	6	7	5	7	7	9	4	4	7	6	4	4	10	9	9	4	295
OG0000266	5	6	6	6	5	10	5	6	6	8	4	12	7	11	9	6	8	10	14	12	6	9	6	6	8	6	8	6	5	5	5	7	4	5	4	8	5	4	11	6	4	10	294
OG0000267	13	8	1	11	10	14	1	9	0	0	1	18	23	5	10	2	25	1	20	33	4	1	6	0	3	11	4	8	5	4	23	7	0	0	0	0	0	0	3	10	0	0	294
OG0000268	10	7	6	7	9	6	3	9	2	8	5	3	10	4	13	4	7	5	17	5	11	5	6	4	3	7	5	8	2	9	5	9	9	12	2	14	10	9	9	10	2	2	293
OG0000269	6	3	1	10	6	3	4	5	5	11	5	9	13	7	10	6	4	24	5	8	6	8	4	4	4	9	4	9	4	6	6	14	5	6	4	18	7	7	8	5	3	6	292
OG0000270	8	4	1	7	6	5	4	4	7	7	5	12	12	9	7	9	7	16	12	12	5	9	6	6	8	7	7	7	6	6	5	11	5	4	3	6	4	3	10	9	3	7	291
OG0000271	6	0	0	0	11	41	0	3	0	0	4	21	2	7	2	3	63	0	48	2	0	0	0	1	0	0	1	0	2	0	0	0	0	2	13	0	0	0	12	0	46	1	291
OG0000272	8	7	5	6	8	4	4	8	5	7	4	13	10	9	6	9	8	16	14	15	8	7	5	5	6	7	6	6	3	9	4	9	3	3	2	6	3	3	13	9	2	5	290
OG0000273	8	6	4	5	9	17	2	6	7	8	3	11	11	8	14	6	12	6	12	7	7	6	3	4	5	5	10	5	4	8	6	4	5	6	4	6	6	7	12	1	4	9	289
OG0000274	4	6	1	3	9	6	2	5	12	5	19	8	19	19	24	10	6	3	14	5	9	6	10	6	4	2	7	2	7	8	9	3	1	1	5	2	1	1	11	6	5	3	289
OG0000275	12	9	10	7	6	4	3	6	4	15	3	5	14	6	9	5	8	13	14	7	4	11	4	3	5	8	7	8	3	4	4	7	6	5	3	11	6	5	9	2	2	9	286
OG0000276	13	4	7	6	9	4	3	4	4	21	10	8	13	5	10	6	13	1	10	9	5	3	4	3	3	6	5	5	4	8	5	4	8	9	7	9	6	6	7	5	9	4	285
OG0000277	5	6	7	5	5	6	6	4	4	10	5	10	12	10	8	8	6	12	12	9	5	8	5	5	6	6	7	6	5	5	5	9	4	4	5	10	4	4	12	6	5	8	284
OG0000278	6	0	0	2	11	2	3	4	11	20	6	10	6	9	10	8	19	1	5	15	10	2	6	9	4	5	2	4	15	9	16	4	4	3	7	4	4	2	1	13	2	7	281
